DATE,Y,YM,M,W,D,YMW,Rain_inches,Wind_Direct,Temp_Atmo,Temp_RawWW,Temp_EffW,WFLow_MDG,Elect_Use_kWh,USD_per_MG,TSS_ER,TSS_EP,TSS_EE,TSS_LOAD_EE,TSS_Removal_lbPday,BOD5_ER,BOD5_EP,BOD5_EE,BOD5_LOAD_EE,BOD5_Remov_lbPday,NH3_ER,NH3_EE,NH3_LOAD_EE,NH3_Remov_lbPday,FECAL_EE,pH_ER,pH_EE,DO_EE,SO2_resid_EE,Cl2_Resid1,Cl2_Resid2,Comments,Sludge_RecyledPlusDeH2O_galx1000,Sludge_WASTED_gal,Sludge_PRIMARY_gal,TSS_EOD1,TSS_EOD2,TSS_EODRS,SettlePercent_HRS_30min_OD1,SettlePercent_HRS_30min_OD2,SVI_Avge_OD2,Vsperc_EOD1,Vsperc_EOD2,Vsperc_ODRS,SlugdeAge_OD1_2,SludgeAge_7dayAVG,FoodtoMass_OD1_2,FoodToMass_7dayAVG,Height_in_OD1,Height_in_OD2,AMPS_OD1,AMPS_OD2,DO_OD1_AM,DO_OD1_PM,DO_OD1_AVG,DO_OD2_AM,DO_OD2_PM,DO_OD2_AVG,NH3_OD1_AM,NH3_OD1_PM,NH3_OD2_AM,NH3_OD2_PM,NH3_OD2_AVG
6/18/10,2010,20106,6,3,,201063,0,SW,94,82,81,2.737,4800,93.02189781,,,,,,,,,,,,,,,,7.3,6.5,5.9,0,2.775,2.95,JF,1911,34411,11250,,,,40,41,,,,,,9.048227222,,0.447679136,18,17.5,80,85,0.4,0.9,0.65,0.4,0.7,0.55,4.8,0.1,5.4,0.1,2.6
6/19/10,2010,20106,6,3,,201063,0,SW,96,81,81,2.7,7040,138.4533333,,,,,,,,,,,,,,,,7.3,6.6,6,0,2.583333333,2.854545455,JF,1176,36416,11250,,,,60,58,,,,,,9.017378949,,0.444435085,18,17.5,80,85,0.5,1.2,0.85,0.7,0.9,0.8,7.2,0.1,6,0.1,3.35
6/20/10,2010,20106,6,3,,201063,0.03,SW,97,82,82,2.589,7040,144.3335907,,,,,,,,,,,,,,,,7.2,6.5,6.2,0,2.566666667,2.85,JF                                        ,1049,36184,11250,,,,59,59,,,,,,9.027818676,,0.440495879,18,17.5,80,85,1.4,1.3,1.35,1.2,1.1,1.15,3.6,0.1,3.6,0.1,1.85
6/21/10,2010,20106,6,4,,201064,0,SW,97,83,82,2.628,6880,138.9079848,,,,,,,,,,,,,,,,7.2,6.6,5.3,0,2.8,3.075,GB                                       ,1050,35505,11250,,,,60,59,,,,,,8.904864676,,0.431690596,18,17.5,96.5,100,0.7,0.4,0.55,0.6,0.5,0.55,4.8,0.1,6,0.1,2.75
6/22/10,2010,20106,6,4,,201064,1.49,E,92,0,0,4.242,7040,88.16603774,260,70,5.5,194.5,8999.5272,239,114,2,70.7,8380.6992,21,1.4,49.5,693.08736,16,7.5,6.4,6.2,0,2.718181818,2.9,GB                                        ,1537,28819,11250,2930,2800,6460,44,47,159.0138957,0.712,0.695,,,9.571202147,,0.280599628,18,17.5,76,80,0.8,0.2,0.5,0.5,0.1,0.3,4.2,0.1,4.2,0.1,2.15
6/23/10,2010,20106,6,4,,201064,0.04,SW,92,83,82,3.297,7200,115.8545455,,,,,,,,,,,,,,,,7.5,6.5,5.5,0,2.416666667,2.975,NB                                        ,1271,33386,11250,,,,42,45,,,,,,10.11286236,,0.266280511,18,17.5,80,85,0.9,1.3,1.1,0.4,0.7,0.55,3.6,0.1,2.4,0.1,1.55
6/24/10,2010,20106,6,4,,201064,1.56,SW,92,83,82,4.828,6880,75.63726708,166,74,3.2,128.9,6557.94216,156,,3.8,153.1,6130.95084,17,1.7,68.5,616.31766,13,7.5,6.6,5.9,0,2.191666667,2.341666667,NB,1989,32689,11250,2550,2560,6300,59,59,230.9206495,,,,,10.0911659,,0.306741202,18,17.5,80,85,1,1,1,0.6,0.7,0.65,2.4,0.1,2.4,0.1,1.25
6/25/10,2010,20106,6,4,,201064,0,E,96,83,82,3.167,8160,136.6864353,,,,,,,,,,,,,,,,7.2,6.6,6.3,0,2.391666667,2.225,JR                                      ,1390,34541,11250,,,,60,55,,,,,,10.55263201,,0.312468458,18,17.5,97.5,100,1.1,2.6,1.85,0.7,1.5,1.1,1.2,0.1,1.2,0.2,0.675
6/26/10,2010,20106,6,4,,201064,0,E,96,83,82,3.197,6880,114.165,,,,,,,,,,,,,,,,7.3,6.6,5.7,0,2.209090909,2.1,JR,1288,35161,11250,,,,62,58,,,,,,10.51404487,,0.319128059,18,17.5,79.5,82,0.2,0.9,0.55,0.2,1.1,0.65,3,0.3,3,0.3,1.65
6/27/10,2010,20106,6,4,,201064,0,SSE,92,82,82,2.84,7520,140.6028169,,,,,,,,,,,,,,,,7.5,6.7,6,0,2.291666667,2.008333333,JR                                       ,1003,37672,11250,,,,57,55,,,,,,10.46542129,,0.322457859,18,17.5,115,120,0.5,1,0.75,0.7,1.2,0.95,3.6,0.1,4.2,0.1,2
6/28/10,2010,20106,6,5,,201065,0.11,SE,91,82,81,2.945,6400,115.5918367,,,,,,,,,,,,,,,,7.4,6.5,5.9,0,2.558333333,2.75,JF                                      ,1034,33054,11250,,,,65,63,,,,,,10.57000244,,0.326586811,18,17.5,80,85,0.5,1.1,0.8,0.4,1,0.7,3.6,0.3,3.6,0.5,2
6/29/10,2010,20106,6,5,,201065,0.03,NE,91,82,82,2.891,7200,132.2906574,430,72,4.4,106.1,10258.06656,298,115,2,48.2,7134.3696,30,1.6,38.6,684.51384,11,7.5,6.4,6.2,0,2.525,2.858333333,JF                                     ,1055,33999,11250,2680,2760,7280,50,60,201.9792343,0.668,0.67,,,10.18160418,,0.364451541,18,17.5,80,85,0.4,1,0.7,0.3,1,0.65,8.4,0.2,7.8,0.2,4.15
6/30/10,2010,20106,6,5,,201065,0.8,NE,84,83,82,4.18,7200,91.46411483,,,,,,,,,,,,,,,,7.4,6.4,6,0,2.666666667,2.916666667,GB / Started Chl. to Ret. Sludge / ok RD JR.,1174,35035,11250,,,,52,57,,,,,,9.616035939,,0.397801871,18,17.5,79.5,83,0.1,0.6,0.35,0.3,0.9,0.6,3.6,0.1,4.2,0.5,2.1
7/1/10,2010,20107,7,1,,201071,0.12,E,88,80,81,3.356,7200,113.7857143,127,64,2.4,67.3,3491.59104,119,,2,56,3278.6208,20,0.24,6.7,553.722624,2,7.4,6.2,5.7,0,3.05,3.225,GB                                          ,1054,35156,11250,2310,2250,7440,39,49,193.3044733,,,,,8.912857587,,0.361916464,18,17.5,98,100,0.2,0.7,0.45,0.1,0.9,0.5,3.6,0.1,3.6,0.1,1.85
7/2/10,2010,20107,7,1,,201071,0.26,SE,86,83,83,3.079,7040,121.3714286,,,,,,,,,,,,,,,,7.6,6.4,5.9,0,2.666666667,2.291666667,NB,948,34678,11250,,,,43,45,,,,,,8.399978765,,0.360473927,18,17.5,80,85,0.2,1,0.6,0.1,1.1,0.6,3.6,0.1,3.6,0.1,1.85
7/3/10,2010,20107,7,1,,201071,0,SE,86,83,83,3.194,8000,133.1661442,,,,,,,,,,,,,,,,7.5,6.3,5.8,0,2.941666667,3.109090909,NB,1161,38868,11250,,,,44,46,,,,,,8.276709604,,0.360313645,18,17.5,80,85,0.5,1,0.75,0.7,1.1,0.9,3.6,0.1,3.6,0.1,1.85
7/4/10,2010,20107,7,1,,201071,0,SW,92,83,84,2.866,7200,133.2125436,,,,,,,,,,,,,,,,7.5,6.4,6,0,2.891666667,3.125,NB                                            ,982,35042,11250,,,,40,41,,,,,,8.284319922,,0.360794491,18,17.5,80,85,0.6,1.2,0.9,0.7,1.3,1,4.2,0.2,4.8,0.1,2.325
7/5/10,2010,20107,7,2,,201072,0.03,ESE,89,83,84,2.784,5120,97.79568345,,,,,,,,,,,,,,,,7.4,6.2,6.2,0,3.3,3.283333333,JR                                         ,929,35349,11250,,,,42,43,,,,,,8.350815301,,0.358229981,18,17.5,115,120,0.6,0.9,0.75,0.8,1.3,1.05,3.6,0.1,3.6,0.1,1.85
7/6/10,2010,20107,7,2,,201072,1.31,SE,86,82,83,5.503,6720,64.87854545,306,70,9.3,426.6,13609.629,280,102,7.2,330.3,12513.336,18,2.1,96.3,729.333,138,7,6.9,7,0,2.991666667,3.133333333,JR                                          ,1809,39023,11250,1950,2020,7320,25,24,123.5085047,0.738,0.689,,,7.420795491,,0.448762742,18,17.5,80,85,0.1,1,0.55,0.1,1.2,0.65,3.6,0.1,4.2,0.1,2
7/7/10,2010,20107,7,2,,201072,0.29,SE,84,84,84,3.864,7840,107.8507772,,,,,,,,,,,,,,,,7.3,6.3,6,0,2.516666667,2.85,JF                                         ,1417,37857,11250,,,,29,28,,,,,,6.628858085,,0.415379497,18,17.5,80,85,1.2,1.1,1.15,1.4,0.9,1.15,4.2,0.8,3.6,1,2.4
7/8/10,2010,20107,7,2,,201072,0,SE,99,83,83,3.318,6880,110.0385542,230,92,4,110.8,6257.6688,152,,3.2,88.6,4120.09344,27,0.96,26.6,721.016352,10,7.2,6.3,6.4,0,2.591666667,2.816666667,"JF / Waste 25,000 GPD/StopChl.to Ret Sld.",990,39911,11250,2190,2410,5960,23,24,102.3039466,,,,,7.194861696,,0.446908402,18,17.5,80,85,0.5,0.8,0.65,0.7,0.7,0.7,0,0.8,0,0.8,0.4
7/9/10,2010,20107,7,2,,201072,0.03,SE,100,82,83,3.399,6720,104.9505882,,,,,,,,,,,,,,,,7.5,6.2,5.8,0,1.533333333,1.908333333,GB,1050,26399,11250,,,,23,25,,,,,,7.371256462,,0.452721845,18,17.5,83.5,85,0.2,0.8,0.5,0.3,0.8,0.55,4.2,0.1,3.6,0.1,2
7/10/10,2010,20107,7,2,,201072,3.59,W,91,83,83,4.028,7840,103.3012407,,,,,,,,,,,,,,,,7.4,6.4,5.8,0,2.19,2.43,GB / 2PM Eff. Totalizer went out,1099,8741,11250,,,,25,25,,,,,,8.005940983,,0.467982132,18,17.5,83,85,1,0.2,0.6,1,0.1,0.55,4.2,0,4.2,0,2.1
7/11/10,2010,20107,7,2,,201072,0.01,N,92,81,82,5.817,6720,61.31134021,,,,,,,,,,,,,,,,7.3,6.5,6.1,0,2.058333333,2.383333333,NB / 8PM Eff. Meter is working ,1411,21596,11250,,,,20,20,,,,,,8.431247337,,0.521574806,18,17.5,81,85.5,0.6,0.6,0.6,0.7,0.7,0.7,3.6,0.1,3.6,0.1,1.85
7/12/10,2010,20107,7,3,,201073,0,SW,93,82,82,3.347,7040,111.5892537,,,,,,,,,,,,,,,,7.4,6.8,5.8,0,2.45,2.491666667,NB                                        ,1110,29735,11250,,,,20,20,,,,,,8.581556305,,0.531930000,18,17.5,80,85,0.7,1.1,0.9,0.8,1.3,1.05,3.6,0.1,3.6,0.1,1.85
7/13/10,2010,20107,7,3,,201073,0,SW,95,82,82,3.122,6720,114.3692308,64,176,5.5,143.1,1522.2168,102,240,2.1,54.6,2599.47792,21,0.08,2.1,544.355136,14,7.4,6.5,5.7,0,2.325,2.566666667,NB                                         ,971,25428,11250,1820,1580,8080,19,19,112.3243845,0.666,0.667,,,7.843553543,,0.307805586,18,17.5,80,85,0.5,1,0.75,0.5,1.2,0.85,2.4,0.1,2.4,0.1,1.25
7/14/10,2010,20107,7,3,,201073,0,SW,96,84,85,3.14,7040,119.0522293,,,,,,,,,,,,,,,,7.3,6.8,6.4,0,2.258333333,2.416666667,JR                                     ,1105,24582,11250,,,,19,19,,,,,,8.74466677,,0.320691673,18,17.5,99,101,0.3,0.5,0.4,0.6,0.8,0.7,3.6,0.1,3.6,0.1,1.85
7/15/10,2010,20107,7,3,,201073,0,SW,96,84,84,3.045,6720,117.3789474,195,74,4.4,111.6,4832.39616,246,,2.5,63.4,6173.6016,22,0.08,2,555.750912,7,7.3,6.6,5.8,0,2.766666667,2.583333333,JR                                       ,1122,24280,11250,2130,2160,5500,20,20,93.2446531,,,,,10.22441562,,0.452196274,18,17.5,100,103.5,0.6,0.7,0.65,0.9,0.9,0.9,0,0.1,0,0.1,0.05
7/16/10,2010,20107,7,3,,201073,0.03,E,95,84,84,3.044,6880,120.1736842,,,,,,,,,,,,,,,,7.7,6.4,6,0,2.633333333,2.808333333,JF,1170,24558,11250,,,,21,20,,,,,,9.876074529,,0.445910920,18,17.5,80,85,0.1,0.8,0.45,0.1,1.2,0.65,3.6,0.2,3.6,0.3,1.925
7/17/10,2010,20107,7,3,,201073,0.04,NW,92,84,84,3.097,7040,120.5883871,,,,,,,,,,,,,,,,7.5,6.5,6.1,0,2.358333333,2.658333333,JF,1333,23832,11250,,,,21,21,,,,,,10.01118082,,0.429673757,18,17.5,80,85,1.1,0.9,1,1.4,1.2,1.3,3.6,0.1,3.6,0.1,1.85
7/18/10,2010,20107,7,3,,201073,0.05,S,86,84,84,2.918,7360,133.8410959,,,,,,,,,,,,,,,,7.5,6.5,5.9,0,2.208333333,2.525,JF                                      ,1127,25108,11250,,,,23,22,,,,,,9.3005973,,0.379041742,18,17.5,80,85,0.8,1.1,0.95,1.2,1.2,1.2,2.4,0.1,3,0.1,1.4
7/19/10,2010,20107,7,4,,201074,0,NW,88,84,84,3.076,7040,121.3714286,,,,,,,,,,,,,,,,7.3,6.7,5.6,0,2.591666667,2.6,JR                                     ,2222,26590,11250,,,,21,21,,,,,,9.175164692,,0.374327726,18,17.5,117.5,123.5,0.7,0.7,0.7,1.1,1.1,1.1,3,0.2,2.4,0.1,1.425
7/20/10,2010,20107,7,4,,201074,0.03,SE,92,84,86,3.079,7040,121.3714286,227,54,5.5,141.3,5689.7148,222,101,2.2,56.5,5646.04656,23,0.78,20,570.769584,2,7.5,6.7,5.8,0,2.608333333,2.441666667,JR                                     ,1089,27078,11250,2400,2320,6220,25,25,105.9626437,0.689,0.698,,,10.23168365,,0.428853686,18,17.5,101,104.5,0.6,0.7,0.65,0.8,0.9,0.85,3.6,0.1,3.6,0.1,1.85
7/21/10,2010,20107,7,4,,201074,0.1,SE,95,84,85,3.098,6560,112.3664516,,,,,,,,,,,,,,,,7.6,6.5,6.1,0,2.583333333,2.833333333,NB                                      ,976,30008,11250,,,,24,25,,,,,,12.20641201,,0.411386760,18,17.5,80,85,0.4,0.9,0.65,0.5,1.1,0.8,3.6,0.1,4.2,0.1,2
7/22/10,2010,20107,7,4,,201074,0,E,96,83,84,3.114,7520,128.3961415,136,62,4.4,114.1,3413.36184,148,,2,51.9,3786.8604,22,0.5,13,557.6541,10,7.5,6.5,6.1,0,2.666666667,2.908333333,NB,1062,29994,11250,2410,2400,7040,24,25,101.8758645,,,,,11.52550961,,0.308502718,18,17.5,80,85,0.4,1,0.7,0.6,1.2,0.9,2.4,0.1,4.2,0.1,1.7
7/23/10,2010,20107,7,4,,201074,0,SE,96,83,84,2.936,6720,121.3714286,,,,,,,,,,,,,,,,7.5,6.6,5.9,0,2.833333333,3.025,GB                                     ,1051,23312,11250,,,,23,24,,,,,,11.31445335,,0.307063134,18,17.5,78.5,82.5,0.5,1,0.75,0.6,1.2,0.9,3,0.1,3,0.1,1.55
7/24/10,2010,20107,7,4,,201074,0,E,92,84,85,2.975,6880,122.5932886,,,,,,,,,,,,,,,,7.4,6.7,6.4,0,2.109090909,2.090909091,GB,1220,24824,11250,,,,25,25,,,,,,11.30351914,,0.305335634,18,17.5,115.5,120,0.4,0.3,0.35,0.6,0.6,0.6,4.2,0.1,4.2,0.1,2.15
7/25/10,2010,20107,7,4,,201074,0,SE,93,84,85,2.799,7360,139.5771429,,,,,,,,,,,,,,,,7.4,6.7,6.2,0,2.891666667,2.958333333,GB                                   ,1029,26120,11250,,,,25,26,,,,,,11.20250309,,0.303608134,18,17.5,97.5,102.5,0.5,1.2,0.85,0.5,1.5,1,4.2,0.1,3.6,0.1,2
7/26/10,2010,20107,7,5,,201075,0.27,SE,91,84,84,3.015,6400,112.5298013,,,,,,,,,,,,,,,,7.5,6.3,6,0,2.058333333,2.183333333,JF                                      ,1057,24405,11250,,,,29,28,,,,,,11.23306325,,0.302744384,18,17.5,80,85,0.8,0.7,0.75,0.8,0.9,0.85,4.8,0.1,3.6,0.1,2.15
7/27/10,2010,20107,7,5,,201075,0.58,SW,85,84,84,3.394,7040,110.2725664,170,66,5.5,155.5,4650.8427,200,114,2,56.5,5597.9748,22,0.7,19.8,602.20638,13,7.4,6.3,5.9,0,2.516666667,2.7,JF,1091,24907,11250,2060,2120,5700,28,29,136.3573915,0.721,0.713,,,11.29439786,,0.306296453,18,17.5,80,85,0.6,0.6,0.6,0.7,0.7,0.7,3.6,0.1,3.6,0.1,1.85
7/28/10,2010,20107,7,5,,201075,0,SW,97,83,83,3.236,7680,125.8666667,,,,,,,,,,,,,,,,7.4,6.4,5.5,0,2.375,2.658333333,GB,1047,28294,11250,,,,30,30,,,,,,10.99885031,,0.298201030,18,17.5,101.5,103,0.7,0.4,0.55,1.2,0.4,0.8,4.2,0.1,3.6,0.1,2
7/29/10,2010,20107,7,5,,201075,0,S,95,82,82,3.104,6560,112.3664516,133,106,5.5,142.2,3296.385,152,,2,51.7,3878.1,32,1.7,44,783.3762,7,7.5,6.5,6.1,0,2.616666667,3.05,GB                                       ,1041,29480,11250,2130,2210,6340,30,32,142.8207253,,,,,10.87960258,,0.318119596,18,17.5,101,103.5,0.2,0.2,0.2,0.1,0.3,0.2,1.2,1.6,3.6,1.6,2
7/30/10,2010,20107,7,5,,201075,0,W,93,82,82,3.005,6720,118.944,,,,,,,,,,,,,,,,7.4,6.6,5.7,0,2.45,2.666666667,NB,974,32585,11250,,,,36,38,,,,,,10.78158369,,0.319008612,18,17.5,80,85,0.4,1.3,0.85,0.3,1.4,0.85,10.8,0.1,9.6,0.1,5.15
7/31/10,2010,20107,7,5,,201075,0,NW,96,82,82,3.076,7040,121.3714286,,,,,,,,,,,,,,,,7.5,6.7,5.9,0,2.630909091,2.872727273,NB                                         ok RD JR.,1299,24350,11250,,,,32,30,,,,,,10.72864469,,0.320490306,18,17.5,80,85,0.5,1,0.75,0.6,1.2,0.9,4.8,0.2,4.8,0.2,2.5
8/1/10,2010,20108,8,1,,201081,0,SW,99,82,82,3.051,7040,122.5652459,,,,,,,,,,,,,,,,7.4,6.7,5.8,0,2.545454545,2.827272727,"NB / Waste 25,000 GPD          ",1089,25313,11250,,,,30,33,,,,,,10.70371869,,0.324194540,18,17.5,80,85,0.4,0.6,0.5,0.4,0.3,0.35,3.6,0.1,2.4,0.1,1.55
8/2/10,2010,20108,8,2,,201082,0,SW,97,86,86,3.108,6400,109.2733119,,,,,,,,,,,,,,,,7.5,6.7,7,0,2.345454545,2.318181818,JR                                    ,1018,25765,11250,,,,35,35,,,,,,10.70694773,,0.325528064,18,17.5,79,82,0.4,0.9,0.65,0.4,0.7,0.55,10.8,0.1,12,0.1,5.75
8/3/10,2010,20108,8,2,,201082,0,SW,98,86,86,2.99,5920,105.1344482,198,70,12.2,304.2,4633.22028,171,105,3.7,92.3,4171.89318,26,2.7,67.3,581.02278,10,7.5,6.8,6.3,0,2.591666667,2.716666667,JR                                       ,1794,29572,11250,2340,2320,6120,41,42,178.124079,0.7145,0.714,,,10.36185571,,0.277629408,18,17.5,77,80,0.2,1.1,0.65,0.1,0.8,0.45,13.2,1.8,14.4,1.1,7.625
8/4/10,2010,20108,8,2,,201082,0,SW,98,85,86,3.089,3680,63.23883495,,,,,,,,,,,,,,,,7.4,6.6,6.1,0,2.741666667,3.258333333,NB                                     ,1062,24223,11250,,,,39,40,,,,,,10.21285056,,0.276760238,18,17.5,97.5,102.5,0.2,0.5,0.35,0.1,0.3,0.2,14.4,1.8,14.4,1.8,8.1
8/5/10,2010,20108,8,2,,201082,0.08,SW,87,85,85,3.132,6880,116.7182109,286,58,2.5,65.3,7400.5407,190,,2,52.2,4907.5896,33,2.3,60,801.39894,7,7.4,6.6,5.3,0,2.508333333,3.433333333,NB,1104,17659,11250,2270,2380,6260,39,43,176.2392182,,,,,11.14943597,,0.299439462,19,18.5,97.5,102.5,0.2,0.5,0.35,0.2,0.7,0.45,13.2,0.6,14.4,0.6,7.2
8/6/10,2010,20108,8,2,,201082,1.15,SW,90,85,85,3.846,7360,101.5106494,,,,,,,,,,,,,,,,7.5,6.6,5.3,0,2.6,2.9,GB,1114,25002,11250,,,,0,0,,,,,,11.54435859,,0.311305361,19,18.5,91.5,92.5,0.5,0.6,0.55,0.4,0.5,0.45,7.2,1.8,7.2,1.8,4.5
8/7/10,2010,20108,8,2,,201082,0.13,E,91,81,82,3.252,7360,120.2510769,,,,,,,,,,,,,,,,7.4,6.7,5.7,0,2.65,3.008333333,GB,1062,3300,11250,,,,39,40,,,,,,13.17264913,,0.313678541,19,18.5,97.5,102.5,0.5,0.5,0.5,0.5,0.6,0.55,4.8,0.1,6,0.1,2.75
8/8/10,2010,20108,8,2,,201082,0.54,SW,92,81,80,3.161,7520,126.364557,,,,,,,,,,,,,,,,7.3,6.5,5.7,0,2.466666667,2.716666667,GB                                     ,971,33332,11250,,,,40,45,,,,,,12.61547967,,0.315214128,19,18.5,99,100.5,0.2,0.6,0.4,0.1,0.6,0.35,4.8,0.2,3.6,0.2,2.2
8/9/10,2010,20108,8,3,,201083,0,SW,96,80,81,3.106,6080,103.8096463,,,,,,,,,,,,,,,,7.5,6.8,6.1,0,2.366666667,2.583333333,NB                                       ,932,31835,11250,,,,35,40,,,,,,12.23944062,,0.315214128,19,18.5,80,85,0.4,0.8,0.6,0.3,0.8,0.55,9.6,0.2,9.6,0.2,4.9
8/10/10,2010,20108,8,3,,201083,0,S,98,85,86,3.084,6880,118.612987,130,57,5.5,141.3,3198.0564,174,115,2,51.4,4418.1984,25,0.61,15.7,626.510808,7,7.4,6.6,6,0,2.390909091,2.581818182,NB / Adding Lime to Dig. #2     ,990,24607,11250,2390,2450,6920,36,35,146.742379,0.717,0.699,,,12.19751352,,0.313047981,19,18.5,80,85,0.4,0.6,0.5,0.5,0.7,0.6,4.8,0.2,6,0.2,2.8
8/11/10,2010,20108,8,3,,201083,0,SE,94,86,87,3.18,7200,120.2264151,,,,,,,,,,,,,,,,7.4,7,5.8,0,2.191666667,2.55,JR                                         ,1911,24444,11250,,,,37,37,,,,,,12.95455868,,0.317065243,19,18.5,81.5,84,0.3,0.5,0.4,0.4,0.5,0.45,7.2,0.2,7.2,0.2,3.7
8/12/10,2010,20108,8,3,,201083,0.01,W,92,86,86,3.12,6880,117.0923077,207,74,3.2,83.3,5303.03904,153,,2.3,59.8,3921.33456,29,0.98,25.5,729.102816,39,7.4,6.7,6.5,0,2.2,2.5,JR                                         ,1080,29106,11250,2380,2470,6780,42,38,165.158371,,,,,12.69031353,,0.278834549,19,18.5,80,83,0.4,1.1,0.75,0.3,1.6,0.95,7.2,0.4,7.2,0.4,3.8
8/13/10,2010,20108,8,3,,201083,0,SW,89,85,85,2.942,7040,127.1510204,,,,,,,,,,,,,,,,7.4,6.5,5.8,0,2.666666667,2.85,JF,1119,25657,11250,,,,39,36,,,,,,11.92093676,,0.267681167,19,18.5,80,85,0.5,1.2,0.85,0.4,1.3,0.85,6,0.2,6,0.2,3.1
8/14/10,2010,20108,8,3,,201083,0,SW,97,85,85,2.989,7040,125.0247492,,,,,,,,,,,,,,,,7.3,6.6,6,0,2.708333333,3.025,JF,1281,23030,11250,,,,40,40,,,,,,12.06315124,,0.264494486,19,18.5,80,85,0.5,1.2,0.85,0.5,1.2,0.85,4.8,0.1,4.8,0.1,2.45
8/15/10,2010,20108,8,3,,201083,0,SW,92,85,85,2.593,7200,147.6138996,,,,,,,,,,,,,,,,7.4,6.6,5.9,0,2.518181818,2.827272727,JF                                       ,951,23180,11250,,,,37,37,,,,,,11.04484786,,0.257508302,19,18.5,80,85,1.1,0.5,0.8,1.1,0.5,0.8,3.6,0.1,3.6,0.1,1.85
8/16/10,2010,20108,8,4,,201084,0.09,SW,93,85,85,3.012,6880,121.3714286,,,,,,,,,,,,,,,,7.4,6.8,5.5,0,2.272727273,2.381818182,GB,1097,24993,11250,,,,27,29,,,,,,11.46426583,,0.256282656,19,18.5,102,104.5,0.2,0.7,0.45,0.1,0.9,0.5,3.6,0.4,4.2,0.4,2.15
8/17/10,2010,20108,8,4,,201084,0.75,E,92,82,83,3.284,7040,113.9707317,330,72,5.5,150.5,8876.7624,174,100,2,54.7,4705.0944,24,0.29,7.9,648.591792,9,7.4,6.7,6.1,0,2.091666667,2.275,GB                                     ,1041,29727,11250,2210,2280,5820,28,32,133.5238549,0.7,0.701,,,11.76193858,,0.268429546,19,18.5,77.5,81.5,0.5,0.4,0.45,0.4,0.3,0.35,0.5,4.2,0.4,3,2.025
8/18/10,2010,20108,8,4,,201084,2.02,W,79,81,82,5.501,7360,71.05745455,,,,,,,,,,,,,,,,7.3,6.8,6,0,2.283333333,2.641666667,NB                                      ,1940,23513,11250,,,,29,31,,,,,,12.01931584,,0.301119923,19,18.5,80,85,0.2,0.9,0.55,0.1,1,0.55,10.8,0.1,10.8,0.1,5.45
8/19/10,2010,20108,8,4,,201084,0,SW,89,81,82,3.097,7520,128.8103226,146,52,5.5,142.2,3632.487,185,,2,51.7,4731.282,18,0.31,8,457.35726,5,7.5,6.6,6.3,0,2.133333333,2.333333333,NB,1331,25608,11250,2890,2870,9400,37,38,130.2159314,,,,,11.133335,,0.300980474,19,18.5,80,85,0.5,1.1,0.8,0.6,1.2,0.9,3.6,0.1,4.2,0.1,2
8/20/10,2010,20108,8,4,,201084,0.05,SW,93,82,83,2.889,7520,138.1702422,,,,,,,,,,,,,,,,7.5,6.7,6.4,0,1.95,1.883333333,JR,1066,26246,11250,,,,35,38,,,,,,10.97221601,,0.300337628,19,18.5,101.5,105,0.5,0.7,0.6,0.6,0.8,0.7,3.6,0.1,3.6,0.1,1.85
8/21/10,2010,20108,8,4,,201084,0,NW,96,86,87,2.74,7040,136.4321168,,,,,,,,,,,,,,,,7.5,7,6,0,2.166666667,2.081818182,JR,1139,29135,11250,,,,38,36,,,,,,10.8091481,,0.297123399,19,18.5,120,120,0.6,0.5,0.55,0.6,0.7,0.65,1.2,0.1,1.2,0.1,0.65
8/22/10,2010,20108,8,4,,201084,0,SW,96,86,86,2.683,6560,129.9761194,,,,,,,,,,,,,,,,7.4,6.5,6.3,0,1.975,2.2,JR                                     ,1077,27153,11250,,,,39,39,,,,,,10.62446181,,0.298280521,19,18.5,80,84,0.7,0.8,0.75,0.6,0.7,0.65,1.2,0.1,2.4,0.1,0.95
8/23/10,2010,20108,8,5,,201085,1.7,SW,94,86,86,6.25,7360,62.53056,,,,,,,,,,,,,,,,7.4,6.7,5.7,0,1.718181818,2.036363636,JF                                      ,2120,24464,11250,,,,0,0,,,,,,10.44461929,,0.339936939,19,18.5,80,85,0.4,0.7,0.55,0.5,0.7,0.6,0,0.1,0,0.1,0.05
8/24/10,2010,20108,8,5,,201085,0,E,94,86,86,2.832,7360,138.0975265,136,41,5.5,129.8,3080.0871,153,107,2,47.2,3563.9322,23,0.08,1.9,540.962424,14,7.5,6.4,5.7,0,2.483333333,2.741666667,JF,1093,24775,11250,2620,3000,7540,35,30,116.7938931,0.683,0.694,,,10.82724421,,0.283365546,19,18.5,80,85,1.1,1.2,1.15,1.1,1.3,1.2,3.6,0.1,3.6,0.1,1.85
8/25/10,2010,20108,8,5,,201085,0,NE,89,86,86,2.832,7040,132.0932862,,,,,,,,,,,,,,,,7.5,6.5,5.8,0,2.708333333,2.575,GB,1133,25391,11250,,,,38,34,,,,,,10.74855833,,0.258686345,19,18.5,100,105,0.8,1,0.9,1,1.1,1.05,2.4,0.2,3.6,0.2,1.6
